"_id",author,helpful_num,rating,reply,review
"a86ada3f1ade99c84814f7b6532161baCasey JohnsonMarch 10, 2019485","Casey JohnsonMarch 10, 2019",114,1,"PlaytikaMarch 10, 2019Thank you for your message.
I am sorry about your experience.
I'm sure you are aware that we have a new promotion premiered everyday and sometimes we run into unforeseen snags that affect it. However, I can assure you  we've since fixed this issue and everything should be just fine.
Thank you for your patience and understanding."," it's ridiculous how often this game loses connection. it is not my internet connection or device. game is extremely slow and takes forever to load especially after the connection is lost. i use to play this game without any issues but it has now become a constant issue. the last few days I haven't b...Full Reviewit's ridiculous how often this game loses connection. it is not my internet connection or device. game is extremely slow and takes forever to load especially after the connection is lost. i use to play this game without any issues but it has now become a constant issue. the last few days I haven't been able to spin more than 5 times before the connection is lost. i got tired of reloading and waiting... i am uninstalling"
"a86ada3f1ade99c84814f7b6532161baCasey JohnsonMarch 10, 2019516","Casey JohnsonMarch 10, 2019",114,1,"PlaytikaMarch 10, 2019Thank you for your message.
I am sorry about your experience.
I'm sure you are aware that we have a new promotion premiered everyday and sometimes we run into unforeseen snags that affect it. However, I can assure you  we've since fixed this issue and everything should be just fine.
Thank you for your patience and understanding."," it's ridiculous how often this game loses connection. it is not my internet connection or device. game is extremely slow and takes forever to load especially after the connection is lost. i use to play this game without any issues but it has now become a constant issue. the last few days I haven't b...Full Reviewit's ridiculous how often this game loses connection. it is not my internet connection or device. game is extremely slow and takes forever to load especially after the connection is lost. i use to play this game without any issues but it has now become a constant issue. the last few days I haven't been able to spin more than 5 times before the connection is lost. i got tired of reloading and waiting... i am uninstalling"
"a86ada3f1ade99c84814f7b6532161baCasey JohnsonMarch 10, 2019523","Casey JohnsonMarch 10, 2019",114,1,"PlaytikaMarch 10, 2019Thank you for your message.
I am sorry about your experience.
I'm sure you are aware that we have a new promotion premiered everyday and sometimes we run into unforeseen snags that affect it. However, I can assure you  we've since fixed this issue and everything should be just fine.
Thank you for your patience and understanding."," it's ridiculous how often this game loses connection. it is not my internet connection or device. game is extremely slow and takes forever to load especially after the connection is lost. i use to play this game without any issues but it has now become a constant issue. the last few days I haven't b...Full Reviewit's ridiculous how often this game loses connection. it is not my internet connection or device. game is extremely slow and takes forever to load especially after the connection is lost. i use to play this game without any issues but it has now become a constant issue. the last few days I haven't been able to spin more than 5 times before the connection is lost. i got tired of reloading and waiting... i am uninstalling"
"a8c520fc1b62ab7692dfd8eabd10d2fdMichael WisemanApril 18, 2019553","Michael WisemanApril 18, 2019",5,2,None," The last couple days I have not been able to play. The app loads but no of the games load, I just get the spinning wheel of death. l tried to uninstall and reinstall the app but no joy. Works fine on the laptop, just not on my android."
"a8c520fc1b62ab7692dfd8eabd10d2fdMichael WisemanApril 18, 2019628","Michael WisemanApril 18, 2019",5,2,None," The last couple days I have not been able to play. The app loads but no of the games load, I just get the spinning wheel of death. l tried to uninstall and reinstall the app but no joy. Works fine on the laptop, just not on my android."
"a8c520fc1b62ab7692dfd8eabd10d2fdMichael WisemanApril 18, 2019654","Michael WisemanApril 18, 2019",5,2,None," The last couple days I have not been able to play. The app loads but no of the games load, I just get the spinning wheel of death. l tried to uninstall and reinstall the app but no joy. Works fine on the laptop, just not on my android."
"a8c520fc1b62ab7692dfd8eabd10d2fdMichael WisemanApril 18, 2019677","Michael WisemanApril 18, 2019",5,2,None," The last couple days I have not been able to play. The app loads but no of the games load, I just get the spinning wheel of death. l tried to uninstall and reinstall the app but no joy. Works fine on the laptop, just not on my android."
"a8c520fc1b62ab7692dfd8eabd10d2fdMichael WisemanApril 18, 2019689","Michael WisemanApril 18, 2019",5,2,None," The last couple days I have not been able to play. The app loads but no of the games load, I just get the spinning wheel of death. l tried to uninstall and reinstall the app but no joy. Works fine on the laptop, just not on my android."
"a8cda8abbd3f4bdaea2845c177a3b516Matthew SoppittMay 17, 2019128","Matthew SoppittMay 17, 2019",6,1,None," Sloto Quests are a ripoff, just like every other feature in this game. None of the slots ever pay out. 1000 spins on Ruby's Treasure and only one very low paying free spin round. No fun whatsoever. Just about ready to dump this boring app."
"a8dfc0e24cb4215007ec3be516676639Rocky O'byawMarch 21, 20191032","Rocky O'byawMarch 21, 2019",1,3,None," multiple times, I've paid the blue diamonds to play mighty gorilla and multiple times it took my coins and didn't let me play. starting to reaccess if I want to keep this app anymore. sorry"
"a8dfc0e24cb4215007ec3be516676639Rocky O'byawMarch 21, 20191034","Rocky O'byawMarch 21, 2019",1,3,None," multiple times, I've paid the blue diamonds to play mighty gorilla and multiple times it took my coins and didn't let me play. starting to reaccess if I want to keep this app anymore. sorry"
"a8dfc0e24cb4215007ec3be516676639Rocky O'byawMarch 21, 2019892","Rocky O'byawMarch 21, 2019",1,3,None," multiple times, I've paid the blue diamonds to play mighty gorilla and multiple times it took my coins and didn't let me play. starting to reaccess if I want to keep this app anymore. sorry"
"a8dfc0e24cb4215007ec3be516676639Rocky O'byawMarch 21, 2019944","Rocky O'byawMarch 21, 2019",1,3,None," multiple times, I've paid the blue diamonds to play mighty gorilla and multiple times it took my coins and didn't let me play. starting to reaccess if I want to keep this app anymore. sorry"
"a8dfc0e24cb4215007ec3be516676639Rocky O'byawMarch 21, 2019989","Rocky O'byawMarch 21, 2019",1,3,None," multiple times, I've paid the blue diamonds to play mighty gorilla and multiple times it took my coins and didn't let me play. starting to reaccess if I want to keep this app anymore. sorry"
"a8e7e361c00f2a6c32978fa40c90969eCrystal DiazMay 6, 20191279","Crystal DiazMay 6, 2019",0,1,None," pay outs per purchase are pissing me off! Really pissing me off!!!"
"a8e7e361c00f2a6c32978fa40c90969eCrystal DiazMay 6, 20191379","Crystal DiazMay 6, 2019",0,1,None," pay outs per purchase are pissing me off! Really pissing me off!!!"
"a8e7e361c00f2a6c32978fa40c90969eCrystal DiazMay 6, 20191408","Crystal DiazMay 6, 2019",0,1,None," pay outs per purchase are pissing me off! Really pissing me off!!!"
"a91427d8234b5a6a369b3436cf1940d9Jeanette DabbsMay 23, 2019590","Jeanette DabbsMay 23, 2019",0,5,None," it's a great game to have fun and win big deal, lots of prizes and other stuff as well i Like it a great game to play with friends and family"
"a91427d8234b5a6a369b3436cf1940d9Jeanette DabbsMay 23, 2019658","Jeanette DabbsMay 23, 2019",0,5,None," it's a great game to have fun and win big deal, lots of prizes and other stuff as well i Like it a great game to play with friends and family"
"a928ec766c86a9793160fd612f826d88Jerry Dean GrahamMarch 26, 20191039","Jerry Dean GrahamMarch 26, 2019",3,5,None," Slotomania is my favorite FREE slot application! Good for any free time relaxation. I'm excited about all the reward programs that Slotomania has adopted over the years. Slotomania is quite simply the very best slot machine app. available!"
"a928ec766c86a9793160fd612f826d88Jerry Dean GrahamMarch 26, 20191073","Jerry Dean GrahamMarch 26, 2019",3,5,None," Slotomania is my favorite FREE slot application! Good for any free time relaxation. I'm excited about all the reward programs that Slotomania has adopted over the years. Slotomania is quite simply the very best slot machine app. available!"
"a928ec766c86a9793160fd612f826d88Jerry Dean GrahamMarch 26, 2019664","Jerry Dean GrahamMarch 26, 2019",3,5,None," Slotomania is my favorite FREE slot application! Good for any free time relaxation. I'm excited about all the reward programs that Slotomania has adopted over the years. Slotomania is quite simply the very best slot machine app. available!"
"a928ec766c86a9793160fd612f826d88Jerry Dean GrahamMarch 26, 2019666","Jerry Dean GrahamMarch 26, 2019",3,5,None," Slotomania is my favorite FREE slot application! Good for any free time relaxation. I'm excited about all the reward programs that Slotomania has adopted over the years. Slotomania is quite simply the very best slot machine app. available!"
"a928ec766c86a9793160fd612f826d88Jerry Dean GrahamMarch 26, 2019988","Jerry Dean GrahamMarch 26, 2019",3,5,None," Slotomania is my favorite FREE slot application! Good for any free time relaxation. I'm excited about all the reward programs that Slotomania has adopted over the years. Slotomania is quite simply the very best slot machine app. available!"
"a92d8e8b1cbb3c0b56666052ea36392fA Google userMay 30, 2019397","A Google userMay 30, 2019",0,3,"PlaytikaMay 30, 2019Hey there! Thanks for the message. Please reach out to our Customer Support and they will address your concern appropriately. Have a great day!"," at least every second reward from quiz tells me I've already claimed it and I know I haven't. this sort of thing is a pain."
"a940059c5688a5077cd373f6f5e233e6A Google userMay 3, 2019598","A Google userMay 3, 2019",6,2,None," I wish I could ""turn back time"" ....BEFORE YOU RIPPED-OFF my points....What a ""in-your-face"" shameless, hard-sell...pisses me off every time you shove that ""hard-sell"" in my face....."
"a940059c5688a5077cd373f6f5e233e6A Google userMay 3, 2019667","A Google userMay 3, 2019",6,2,None," I wish I could ""turn back time"" ....BEFORE YOU RIPPED-OFF my points....What a ""in-your-face"" shameless, hard-sell...pisses me off every time you shove that ""hard-sell"" in my face....."
"a940059c5688a5077cd373f6f5e233e6A Google userMay 3, 2019717","A Google userMay 3, 2019",6,2,None," I wish I could ""turn back time"" ....BEFORE YOU RIPPED-OFF my points....What a ""in-your-face"" shameless, hard-sell...pisses me off every time you shove that ""hard-sell"" in my face....."
"a940059c5688a5077cd373f6f5e233e6A Google userMay 3, 2019719","A Google userMay 3, 2019",6,2,None," I wish I could ""turn back time"" ....BEFORE YOU RIPPED-OFF my points....What a ""in-your-face"" shameless, hard-sell...pisses me off every time you shove that ""hard-sell"" in my face....."
"a96b0b7939f9f5c3e4de9ace692c6738Andrew AitkensMarch 29, 2019773","Andrew AitkensMarch 29, 2019",1,2,None," This is a glitzy, colourful casino slots game for people who like that kind of thing. I don't. Bowing out, but I have to say that it delivers for what it is, just not my kind of game."
"a96b0b7939f9f5c3e4de9ace692c6738Andrew AitkensMarch 29, 2019836","Andrew AitkensMarch 29, 2019",1,2,None," This is a glitzy, colourful casino slots game for people who like that kind of thing. I don't. Bowing out, but I have to say that it delivers for what it is, just not my kind of game."
"a96b0b7939f9f5c3e4de9ace692c6738Andrew AitkensMarch 29, 2019863","Andrew AitkensMarch 29, 2019",1,2,None," This is a glitzy, colourful casino slots game for people who like that kind of thing. I don't. Bowing out, but I have to say that it delivers for what it is, just not my kind of game."
"a96b0b7939f9f5c3e4de9ace692c6738Andrew AitkensMarch 29, 2019896","Andrew AitkensMarch 29, 2019",1,2,None," This is a glitzy, colourful casino slots game for people who like that kind of thing. I don't. Bowing out, but I have to say that it delivers for what it is, just not my kind of game."
"a990e17c5361c505be6be4fe5bf5f46bIvaan MeyerMay 15, 20191410","Ivaan MeyerMay 15, 2019",0,3,None," Good but winnings comes less than lossing. It needs to be balanced and fair"
"a990e17c5361c505be6be4fe5bf5f46bIvaan MeyerMay 15, 20191455","Ivaan MeyerMay 15, 2019",0,3,None," Good but winnings comes less than lossing. It needs to be balanced and fair"
"a990e17c5361c505be6be4fe5bf5f46bIvaan MeyerMay 15, 20191520","Ivaan MeyerMay 15, 2019",0,3,None," Good but winnings comes less than lossing. It needs to be balanced and fair"
"a990e17c5361c505be6be4fe5bf5f46bIvaan MeyerMay 15, 20191527","Ivaan MeyerMay 15, 2019",0,3,None," Good but winnings comes less than lossing. It needs to be balanced and fair"
"a9a2f1224da13845f61a75da701b1780Jackie GreeneMay 9, 201914","Jackie GreeneMay 9, 2019",23,2,None," the new update has totally screwed up my game on my phone. i cant get in anymore. keeps telling me oops error occured try again. i was still debating if i liked the new clans feature...it takes alot of clan points to advance from 1 chest to the next for me...but now with the log in issues i cant eve...Full Reviewthe new update has totally screwed up my game on my phone. i cant get in anymore. keeps telling me oops error occured try again. i was still debating if i liked the new clans feature...it takes alot of clan points to advance from 1 chest to the next for me...but now with the log in issues i cant even get in to play. seriously disappointed with Slotomania these days...with all the money you want us to spend the game shouldn't have glitches and hiccups like this."
"a9c8b89f50c7c73d92e170ba02ca427fA Google userMay 2, 2019319","A Google userMay 2, 2019",9,1,None," well for the last two days I have not been getting my heroes. today the snake and ladder game sucks let me tell you what you can do with that game. you can put it where the sun don't shine it cheats and makes the game SHITY"
"a9c8b89f50c7c73d92e170ba02ca427fA Google userMay 2, 2019323","A Google userMay 2, 2019",9,1,None," well for the last two days I have not been getting my heroes. today the snake and ladder game sucks let me tell you what you can do with that game. you can put it where the sun don't shine it cheats and makes the game SHITY"
"a9d334d08567b3413c6320e8666f2c69Joe BeereMay 27, 20191009","Joe BeereMay 27, 2019",0,1,"PlaytikaMay 28, 2019Hey there! Sorry to know that you didn't receive the Sloto Clan reward for 2 weeks. Have you contacted our Customer Support last week? Please write to our Customer Support and they will assist you. Have an awesome day!"," 2 weeks in a row i didnt receive the clan chest. this game is about making you spend money."
"a9d7b8899ebec49a3bfba7072ce11b2eJason CarrittMay 18, 20194","Jason CarrittMay 18, 2019",46,1,"PlaytikaMay 22, 2019Hey Jason, sorry to know that you feel this way. I'm sure that the coins you have bought would be credited to your account. If you still feel that you didn't receive the coins, feel free to contact Customer Support team and they will provide you information on which machines those coins were spent. Have a great day!"," Paid over $50 for coins and did not receive them. I emailed customer support & they said the credits had been played. Glad someone enjoyed those coins in this ""free"" game. I just wish that someone was me. all I got was the bill :/ USER BEWARE!! I had to give them a star so this would post however do...Full ReviewPaid over $50 for coins and did not receive them. I emailed customer support & they said the credits had been played. Glad someone enjoyed those coins in this ""free"" game. I just wish that someone was me. all I got was the bill :/ USER BEWARE!! I had to give them a star so this would post however do you think they deserve that much for theft?"
"a9e993ace7a8ffc67736e0de518a2d62Ward HardyMarch 24, 2019622","Ward HardyMarch 24, 2019",14,1,None," I had over 800 billion credits and I had to get a new phone and it started over to the beginning and zero balance. I emailed them about the problem and I got zero response. All they care about is the money and practice just that! DON'T PLAY... SAVE YOUR MONEY!"
"a9ec7b4c6c087e68d7991501493deb44J L HaswellApril 2, 2019417","J L HaswellApril 2, 2019",1,3,None," im giving you a soso 3star because you have REALLY gone downhill recently. i read a review that there are new owners. regardless, you are iNSANELY inconsistent in your daily dashes for awhile now. from collect 5 of a kind 3x (doh), to spend or win a billion+, and collect 20+ slotto CARDS! if you com...Full Reviewim giving you a soso 3star because you have REALLY gone downhill recently. i read a review that there are new owners. regardless, you are iNSANELY inconsistent in your daily dashes for awhile now. from collect 5 of a kind 3x (doh), to spend or win a billion+, and collect 20+ slotto CARDS! if you complete, the rewards are also MUCH lower than previously. This is fact. you also are rolling out the daily promos and features in a completely SLOPPY manner. Piecemeal and then changing, not on time!"
"a9ec7b4c6c087e68d7991501493deb44J L HaswellApril 2, 2019512","J L HaswellApril 2, 2019",1,3,None," im giving you a soso 3star because you have REALLY gone downhill recently. i read a review that there are new owners. regardless, you are iNSANELY inconsistent in your daily dashes for awhile now. from collect 5 of a kind 3x (doh), to spend or win a billion+, and collect 20+ slotto CARDS! if you com...Full Reviewim giving you a soso 3star because you have REALLY gone downhill recently. i read a review that there are new owners. regardless, you are iNSANELY inconsistent in your daily dashes for awhile now. from collect 5 of a kind 3x (doh), to spend or win a billion+, and collect 20+ slotto CARDS! if you complete, the rewards are also MUCH lower than previously. This is fact. you also are rolling out the daily promos and features in a completely SLOPPY manner. Piecemeal and then changing, not on time!"
"a9ec7b4c6c087e68d7991501493deb44J L HaswellApril 2, 2019519","J L HaswellApril 2, 2019",1,3,None," im giving you a soso 3star because you have REALLY gone downhill recently. i read a review that there are new owners. regardless, you are iNSANELY inconsistent in your daily dashes for awhile now. from collect 5 of a kind 3x (doh), to spend or win a billion+, and collect 20+ slotto CARDS! if you com...Full Reviewim giving you a soso 3star because you have REALLY gone downhill recently. i read a review that there are new owners. regardless, you are iNSANELY inconsistent in your daily dashes for awhile now. from collect 5 of a kind 3x (doh), to spend or win a billion+, and collect 20+ slotto CARDS! if you complete, the rewards are also MUCH lower than previously. This is fact. you also are rolling out the daily promos and features in a completely SLOPPY manner. Piecemeal and then changing, not on time!"
"a9ec7b4c6c087e68d7991501493deb44J L HaswellApril 2, 2019552","J L HaswellApril 2, 2019",1,3,None," im giving you a soso 3star because you have REALLY gone downhill recently. i read a review that there are new owners. regardless, you are iNSANELY inconsistent in your daily dashes for awhile now. from collect 5 of a kind 3x (doh), to spend or win a billion+, and collect 20+ slotto CARDS! if you com...Full Reviewim giving you a soso 3star because you have REALLY gone downhill recently. i read a review that there are new owners. regardless, you are iNSANELY inconsistent in your daily dashes for awhile now. from collect 5 of a kind 3x (doh), to spend or win a billion+, and collect 20+ slotto CARDS! if you complete, the rewards are also MUCH lower than previously. This is fact. you also are rolling out the daily promos and features in a completely SLOPPY manner. Piecemeal and then changing, not on time!"
"a9ec7b4c6c087e68d7991501493deb44J L HaswellApril 2, 2019557","J L HaswellApril 2, 2019",1,3,None," im giving you a soso 3star because you have REALLY gone downhill recently. i read a review that there are new owners. regardless, you are iNSANELY inconsistent in your daily dashes for awhile now. from collect 5 of a kind 3x (doh), to spend or win a billion+, and collect 20+ slotto CARDS! if you com...Full Reviewim giving you a soso 3star because you have REALLY gone downhill recently. i read a review that there are new owners. regardless, you are iNSANELY inconsistent in your daily dashes for awhile now. from collect 5 of a kind 3x (doh), to spend or win a billion+, and collect 20+ slotto CARDS! if you complete, the rewards are also MUCH lower than previously. This is fact. you also are rolling out the daily promos and features in a completely SLOPPY manner. Piecemeal and then changing, not on time!"
"a9fc567c0b6217f14c077786deaa13c9Angie DeshaneMay 4, 20191587","Angie DeshaneMay 4, 2019",0,5,None," One of the best slots I've played. Lot's of wins and bonus's."
"a9fc567c0b6217f14c077786deaa13c9Angie DeshaneMay 4, 20191638","Angie DeshaneMay 4, 2019",0,5,None," One of the best slots I've played. Lot's of wins and bonus's."
"aa0b7f03153c2673e5cd97e1ade4f88fNatausha FrazerMay 13, 20199","Natausha FrazerMay 13, 2019",39,1,None," This game is terrible. You won't win enough to keep playing. They just want you to purchase coins with real money. But why would anyone want to do that? You bet $100 at a time and you might win $20 after betting $500. This is one of the worst slot games I have played. Would not recommend."
"aa1c5f7a2a3350313331c77d6d9fb74eFavid NapierMay 26, 2019834","Favid NapierMay 26, 2019",0,2,"PlaytikaMay 28, 2019Hello Favid! Sorry to know that you encountered such issue. Please feel free to reach out to Customer Support and share your concern. I'm sure your concern will be addressed. Wish you a wonderful day!"," the count is not always accurate also there's time when the game is going to land on a certain item then is hesitate then it rolls off of it"
"aa1f3b389489d3c498423c30b8c68d95Curt MollMay 1, 2019157","Curt MollMay 1, 2019",3,2,None," used to really enjoy, lately the game sucks. odds seem much worse, many,many,many,many more popup ads, extra games require huge bets to even participate and after a day of spinning they offer to turn back time for more money and it was the pitiful odds that took all your millions?"
"aa1f3b389489d3c498423c30b8c68d95Curt MollMay 1, 2019183","Curt MollMay 1, 2019",3,2,None," used to really enjoy, lately the game sucks. odds seem much worse, many,many,many,many more popup ads, extra games require huge bets to even participate and after a day of spinning they offer to turn back time for more money and it was the pitiful odds that took all your millions?"
"aa1f3b389489d3c498423c30b8c68d95Curt MollMay 1, 2019537","Curt MollMay 1, 2019",3,2,None," used to really enjoy, lately the game sucks. odds seem much worse, many,many,many,many more popup ads, extra games require huge bets to even participate and after a day of spinning they offer to turn back time for more money and it was the pitiful odds that took all your millions?"
"aa1f3b389489d3c498423c30b8c68d95Curt MollMay 1, 201993","Curt MollMay 1, 2019",3,2,None," used to really enjoy, lately the game sucks. odds seem much worse, many,many,many,many more popup ads, extra games require huge bets to even participate and after a day of spinning they offer to turn back time for more money and it was the pitiful odds that took all your millions?"
"aa3738883e9e68324adb68555c690035Leah AdkinsMarch 20, 20191239","Leah AdkinsMarch 20, 2019",2,3,None," it was doing great & then on the game despicable Wolfe i was cheated twice on my free spins..may not keep it if its not going to do what it says ."
"aa3738883e9e68324adb68555c690035Leah AdkinsMarch 20, 20191305","Leah AdkinsMarch 20, 2019",2,3,None," it was doing great & then on the game despicable Wolfe i was cheated twice on my free spins..may not keep it if its not going to do what it says ."
"aa3738883e9e68324adb68555c690035Leah AdkinsMarch 20, 20191310","Leah AdkinsMarch 20, 2019",2,3,None," it was doing great & then on the game despicable Wolfe i was cheated twice on my free spins..may not keep it if its not going to do what it says ."
"aa3738883e9e68324adb68555c690035Leah AdkinsMarch 20, 20191400","Leah AdkinsMarch 20, 2019",2,3,None," it was doing great & then on the game despicable Wolfe i was cheated twice on my free spins..may not keep it if its not going to do what it says ."
"aa3738883e9e68324adb68555c690035Leah AdkinsMarch 20, 20191435","Leah AdkinsMarch 20, 2019",2,3,None," it was doing great & then on the game despicable Wolfe i was cheated twice on my free spins..may not keep it if its not going to do what it says ."
"aa390bcf7c0e80299d3e5287e2746e97Willie SmithMarch 18, 20191554","Willie SmithMarch 18, 2019",1,2,None," This is the second time I have played the silver lion statue for coins and gems and did not recieve them"
"aa390bcf7c0e80299d3e5287e2746e97Willie SmithMarch 18, 20191612","Willie SmithMarch 18, 2019",1,2,None," This is the second time I have played the silver lion statue for coins and gems and did not recieve them"
"aa390bcf7c0e80299d3e5287e2746e97Willie SmithMarch 18, 20191631","Willie SmithMarch 18, 2019",1,2,None," This is the second time I have played the silver lion statue for coins and gems and did not recieve them"
"aa60ca0bf5330ffeec5ff4dc1924848fAlethea RiebelApril 6, 20191072","Alethea RiebelApril 6, 2019",23,5,None," I love this game. Very relaxing. when I win millions and millions,, it is so much fun. Thanks for getting my trading cards back when I lost them changing phones. i love it when I am rolling winners."
"aa60ca0bf5330ffeec5ff4dc1924848fAlethea RiebelApril 6, 20191126","Alethea RiebelApril 6, 2019",23,5,None," I love this game. Very relaxing. when I win millions and millions,, it is so much fun. Thanks for getting my trading cards back when I lost them changing phones. i love it when I am rolling winners."
"aa60ca0bf5330ffeec5ff4dc1924848fAlethea RiebelApril 6, 20191155","Alethea RiebelApril 6, 2019",23,5,None," I love this game. Very relaxing. when I win millions and millions,, it is so much fun. Thanks for getting my trading cards back when I lost them changing phones. i love it when I am rolling winners."
"aa6541a5fc433b0a9e5b852660d7289eJanice VargoMarch 2, 2019977","Janice VargoMarch 2, 2019",1,3,None," game hasn't been paying right. havent gotten a new card in weeks , 6 weeks. just where and how do I get one? Ive leveled up many, many times.Ive made it to special levels numerous times and still No new cards . Get cards , lots of cards but NO NEW ONES"
"aa67a8bc4fbfa11443ae241afd107691Amber DavisMay 19, 2019493","Amber DavisMay 19, 2019",0,1,None," the payouts such and if you downloaded this game for gold bars for mini golf they don't give them to you when hit level 19 I'm on level 22 and still haven't got mine I will be uninstalling this game"
"aa67a8bc4fbfa11443ae241afd107691Amber DavisMay 19, 2019582","Amber DavisMay 19, 2019",0,1,None," the payouts such and if you downloaded this game for gold bars for mini golf they don't give them to you when hit level 19 I'm on level 22 and still haven't got mine I will be uninstalling this game"
"aa67a8bc4fbfa11443ae241afd107691Amber DavisMay 19, 2019631","Amber DavisMay 19, 2019",0,1,None," the payouts such and if you downloaded this game for gold bars for mini golf they don't give them to you when hit level 19 I'm on level 22 and still haven't got mine I will be uninstalling this game"
"aaccc1ed3fc41d83f756b8d697e89cc3Ed DMay 2, 20191481","Ed DMay 2, 2019",0,4,"PlaytikaMay 2, 2019Thank you Ed D for your feedback!

Slotomania offers over 15 ways to getting free coins - daily dashes, daily bonuses, promotions, hourly bonuses, albums completion and many more! 
Spin away and get that Big Win!"," I very much enjoy the slot machine game but. if you gave more coins for sharing on Facebook and less shares it would be much better."
"aaccc1ed3fc41d83f756b8d697e89cc3Ed DMay 2, 2019687","Ed DMay 2, 2019",0,4,"PlaytikaMay 2, 2019Thank you Ed D for your feedback!

Slotomania offers over 15 ways to getting free coins - daily dashes, daily bonuses, promotions, hourly bonuses, albums completion and many more! 
Spin away and get that Big Win!"," I very much enjoy the slot machine game but. if you gave more coins for sharing on Facebook and less shares it would be much better."
"aaccc1ed3fc41d83f756b8d697e89cc3Ed DMay 2, 2019690","Ed DMay 2, 2019",0,4,"PlaytikaMay 2, 2019Thank you Ed D for your feedback!

Slotomania offers over 15 ways to getting free coins - daily dashes, daily bonuses, promotions, hourly bonuses, albums completion and many more! 
Spin away and get that Big Win!"," I very much enjoy the slot machine game but. if you gave more coins for sharing on Facebook and less shares it would be much better."
"ab22e7e1ed52ba0360d3f8275718b40cA Google userMay 9, 2019277","A Google userMay 9, 2019",30,1,None," WHAT have you done now? Can't get any features, can't finish daily dashes. what have you done? You say on your opening page "" No 1 casino and some me time"" How is this possible? No fun, no chance, just ANOTHER app that wants my money for NOTHING! no response from you, keep pissing me off, I live for...Full ReviewWHAT have you done now? Can't get any features, can't finish daily dashes. what have you done? You say on your opening page "" No 1 casino and some me time"" How is this possible? No fun, no chance, just ANOTHER app that wants my money for NOTHING! no response from you, keep pissing me off, I live for this rubbish everyday. you lie, you cheat and for what? MONEY!? nice Again no features, again no wins. why do I even f....... bother. I USED to enjoy this app, had hours of fun and now, NOTHING! rand"
"ab22e7e1ed52ba0360d3f8275718b40cA Google userMay 9, 2019367","A Google userMay 9, 2019",30,1,None," WHAT have you done now? Can't get any features, can't finish daily dashes. what have you done? You say on your opening page "" No 1 casino and some me time"" How is this possible? No fun, no chance, just ANOTHER app that wants my money for NOTHING! no response from you, keep pissing me off, I live for...Full ReviewWHAT have you done now? Can't get any features, can't finish daily dashes. what have you done? You say on your opening page "" No 1 casino and some me time"" How is this possible? No fun, no chance, just ANOTHER app that wants my money for NOTHING! no response from you, keep pissing me off, I live for this rubbish everyday. you lie, you cheat and for what? MONEY!? nice Again no features, again no wins. why do I even f....... bother. I USED to enjoy this app, had hours of fun and now, NOTHING! rand"
"ab42e404b2e8c2c1ddbde2becb6251e0Sharon MartinApril 25, 2019921","Sharon MartinApril 25, 2019",1,4,None," this is a great game the only thing I played for years and not once did I get a set off cards"
"ab42e404b2e8c2c1ddbde2becb6251e0Sharon MartinApril 25, 2019922","Sharon MartinApril 25, 2019",1,4,None," this is a great game the only thing I played for years and not once did I get a set off cards"
"ab5e1d6bb83faa388f1ac8c059beaffdA Google userMay 13, 2019633","A Google userMay 13, 2019",5,5,None," Love this game..Slotomania always,and forever yes.once I lost at least 600 million by hitting the wrong button..I can honestly say I cried , sad but true....still love this game ..been playing for years, plan on playing for many more..love u much, xo"
"ab7fc813d01cfd2e421ff70a65a5e6a2Shana HensonApril 26, 20191440","Shana HensonApril 26, 2019",0,4,None," if you like slots then this game is addictive. no real money involved."
"ab7fc813d01cfd2e421ff70a65a5e6a2Shana HensonApril 26, 20191484","Shana HensonApril 26, 2019",0,4,None," if you like slots then this game is addictive. no real money involved."
"ab8a851aa65420132167f38fff853c99A Google userMay 28, 201971","A Google userMay 28, 2019",143,5,"PlaytikaMay 28, 2019Hey Steve! Thanks for your feedback :) I can see from your comments that you appear to enjoy playing Slotomania!  We love hearing this kind of feedback and really appreciate you taking the time to review our beloved game :) Have a great day!"," Have been playing for over a year now and really enjoyed it lots of ups and downs, but perseverance is a key and always bet appropriately otherwise you may lose. but on the whole the game is absolutely brilliant which I thoroughly enjoy. Great Game and continual variety. Thanks Steve"
"abbce0988c43b6bccbc596ac3c98027cDean ShepheardApril 12, 20191525","Dean ShepheardApril 12, 2019",19,1,None," It's pay-to-win more than ever before. They've ruined what used to be a good game."
"abbce0988c43b6bccbc596ac3c98027cDean ShepheardApril 12, 20191586","Dean ShepheardApril 12, 2019",19,1,None," It's pay-to-win more than ever before. They've ruined what used to be a good game."
"abbce0988c43b6bccbc596ac3c98027cDean ShepheardApril 12, 20191600","Dean ShepheardApril 12, 2019",19,1,None," It's pay-to-win more than ever before. They've ruined what used to be a good game."
"abcee5f7be829155cfc9f395ec87eab1A Google userApril 26, 2019393","A Google userApril 26, 2019",37,3,None," since my last review everything has changed l have hit the white and black slots. Ok today is the4th of April. Let me tell u this bingo game sucks. the most u win is 12 billion.l have already spent over 40 billion. New review. Just playing to play The bingo cards are almost impossible to fill card. ...Full Reviewsince my last review everything has changed l have hit the white and black slots. Ok today is the4th of April. Let me tell u this bingo game sucks. the most u win is 12 billion.l have already spent over 40 billion. New review. Just playing to play The bingo cards are almost impossible to fill card. Not worth playing."
